Date,Open,High,Low,Close,percentage_difference
2019-04-17,165.61,167.21,164.26,165.9,0.17480409885472697
2019-04-18,165.91,175.02,165.38,173.33,4.280851554837602
2019-04-19,173.34,173.41,169.15,172.79,-0.3183054574917596
2019-04-20,172.79,176.71,170.17,172.73,-0.034736293637470196
2019-04-21,172.89,173.42,164.81,168.52,-2.593164016140503
2019-04-22,168.5,172.32,167.07,170.87,1.3870193714519836
2019-04-23,170.87,175.92,169.01,169.95,-0.5413356869667644
2019-04-24,169.94,170.53,154.87,165.22,-2.856796997942137
2019-04-25,165.23,165.81,151.73,155.18,-6.4763500451088944
2019-04-26,155.16,161.82,152.32,157.97,1.778818763056278
2019-04-27,157.96,161.95,156.74,159.41,0.909604165359757
2019-04-28,159.43,160.28,157.54,158.27,-0.732924748846905
2019-04-29,158.3,159.16,152.6,154.93,-2.1751758858839505
2019-04-30,154.94,162.56,154.94,161.8,4.239802224969106
2019-05-01,161.84,163.7,158.85,160.38,-0.9103379473749893
2019-05-02,160.35,162.88,159.22,161.66,0.8103426945441062
2019-05-03,161.66,169.8,160.86,167.86,3.6935541522697584
2019-05-04,167.87,171.04,160.36,163.68,-2.559872922776147
2019-05-05,163.67,165.25,159.56,163.03,-0.39256578543825454
2019-05-06,163.03,176.98,159.66,173.0,5.76300578034682
2019-05-07,172.99,181.39,169.06,169.34,-2.1554269516948183
2019-05-08,169.34,172.68,165.7,170.77,0.8373836153891238
2019-05-09,170.76,173.28,167.03,170.84,0.04682744088036321
2019-05-10,170.85,175.78,168.86,172.77,1.111304045841301
2019-05-11,172.78,204.72,172.75,192.27,10.136786810214806
2019-05-12,192.17,202.93,182.81,188.07,-2.1800393470516264
2019-05-13,188.09,206.1,185.69,196.02,4.045505560657079
2019-05-14,196.0,220.02,195.22,217.42,9.851899549259493
2019-05-15,217.34,249.78,217.32,248.15,12.415877493451543
2019-05-16,248.14,278.52,244.27,264.69,6.25259737806491
2019-05-17,264.68,267.8,224.62,244.45,-8.275721006340772
2019-05-18,244.38,247.84,232.13,233.89,-4.485014322972342
2019-05-19,233.87,263.05,232.85,259.63,9.921811809112965
2019-05-20,259.68,259.68,238.64,250.72,-3.573707721761331
2019-05-21,250.72,261.59,246.85,253.76,1.197982345523326
2019-05-22,253.7,259.7,241.68,244.34,-3.830727674551848
2019-05-23,244.35,247.3,231.89,244.68,0.1348700343305593
2019-05-24,244.68,254.22,241.74,249.17,1.801982582172806
2019-05-25,249.2,256.9,247.9,250.68,0.5903941279719236
2019-05-26,250.69,268.75,245.92,264.68,5.2856279280640805
2019-05-27,264.66,279.07,262.96,270.98,2.332275444682262
2019-05-28,270.97,275.39,265.5,271.18,0.07743933918429807
2019-05-29,271.16,273.72,260.85,268.61,-0.94933174490898
2019-05-30,268.62,287.99,241.51,254.52,-5.539839698255538
2019-05-31,254.57,268.7,246.61,267.99,5.007649539161915
2019-06-01,267.94,274.94,261.14,264.31,-1.373387310355263
2019-06-02,264.26,272.64,263.59,269.01,1.765733615850712
2019-06-03,269.03,269.77,248.77,250.37,-7.45296960498461
2019-06-04,250.26,251.47,235.35,241.26,-3.730415319572246
2019-06-05,241.27,248.24,237.94,245.83,1.854940405971607
2019-06-06,245.81,250.0,236.4,248.54,1.098414742093824
2019-06-07,248.63,253.12,244.33,248.98,0.14057354004337472
2019-06-08,248.98,250.51,241.09,243.42,-2.284117985375073
2019-06-09,243.43,244.36,227.0,231.27,-5.257923639036622
2019-06-10,231.21,246.99,227.38,246.86,6.339625698776636
2019-06-11,246.85,247.77,237.6,244.41,-0.9983224908964435
2019-06-12,244.38,261.67,242.57,261.54,6.561137875659565
2019-06-13,261.38,262.47,254.02,254.86,-2.5582672839990512
2019-06-14,254.89,268.81,252.01,262.53,2.9101436026358845
2019-06-15,262.53,271.61,260.92,267.75,1.9495798319327833
2019-06-16,267.74,282.75,263.96,267.98,0.08955892230763829
2019-06-17,268.0,274.14,266.96,273.0,1.8315018315018317
2019-06-18,273.02,273.26,261.76,264.59,-3.1860614535696765
2019-06-19,264.59,269.79,263.61,268.26,1.368075747409236
2019-06-20,268.26,273.18,264.83,271.43,1.1678885900600582
2019-06-21,271.45,295.72,271.45,294.72,7.895629750271456
2019-06-22,294.69,314.0,292.09,310.38,5.055093756040981
2019-06-23,310.39,320.79,306.12,308.53,-0.6028587171425838
2019-06-24,308.51,313.67,297.9,311.46,0.9471521222628874
2019-06-25,311.47,318.49,307.75,317.65,1.945537541319046
2019-06-26,317.65,364.89,315.99,338.54,6.170614993796905
2019-06-27,338.54,345.83,279.82,297.55,-13.775835993950599
2019-06-28,297.73,312.7,295.3,310.56,4.131246780010299
2019-06-29,310.52,324.13,295.44,318.48,2.4993720170811464
2019-06-30,318.26,323.21,290.78,292.21,-8.914821532459536
2019-07-01,292.23,303.0,280.35,294.83,0.8818641250890229
2019-07-02,294.87,297.0,273.07,291.41,-1.1873305651830681
2019-07-03,291.48,301.64,289.39,300.58,3.0274802049371106
2019-07-04,300.51,301.56,281.18,283.43,-6.02617930353173
2019-07-05,283.36,293.61,281.92,287.15,1.3198676649834455
2019-07-06,287.16,296.06,285.61,288.08,0.3193557345181752
2019-07-07,288.11,309.42,285.28,304.88,5.500524796641296
2019-07-08,304.87,313.15,301.6,312.23,2.3572366524677366
2019-07-09,312.23,317.94,303.38,307.41,-1.567938583650497
2019-07-10,307.44,313.81,281.53,289.1,-6.343825665859555
2019-07-11,289.13,289.14,263.08,268.72,-7.59526644834771
2019-07-12,268.72,278.33,266.81,274.68,2.169797582641612
2019-07-13,274.68,275.04,262.85,269.16,-2.050824788230042
2019-07-14,269.12,269.62,223.95,226.62,-18.753861089047742
2019-07-15,226.56,235.43,204.39,228.49,0.8446759157950049
2019-07-16,228.49,234.41,193.48,198.87,-14.8941519585659
2019-07-17,198.88,219.13,192.91,210.95,5.721735008295801
2019-07-18,210.95,228.42,206.47,225.23,6.340185588065533
2019-07-19,225.23,225.68,213.57,220.09,-2.335408242082778
2019-07-20,220.11,233.7,219.8,227.86,3.401211270078118
2019-07-21,227.83,228.76,217.72,225.01,-1.2532776321052495
2019-07-22,225.03,227.47,212.46,217.27,-3.5715929488654625
2019-07-23,217.27,218.03,208.31,211.87,-2.5487327134563675
2019-07-24,211.86,217.02,202.3,215.44,1.6617155588562866
2019-07-25,215.45,224.05,214.79,217.65,1.010797151389854
2019-07-26,217.65,218.65,212.07,217.83,0.08263324610935446
2019-07-27,217.8,222.7,203.5,206.62,-5.410899235311203
2019-07-28,206.64,212.01,199.68,210.37,1.7730665018776528
2019-07-29,210.39,214.45,207.37,209.82,-0.2716614240777777
2019-07-30,209.81,212.88,204.54,208.49,-0.6331238908340895
2019-07-31,208.49,218.19,208.17,217.23,4.023385351931124
2019-08-01,217.23,217.55,211.23,216.37,-0.3974673013818853
2019-08-02,216.37,220.84,213.93,216.54,0.07850743511590814
2019-08-03,216.52,223.0,215.52,220.89,1.9783602698175455
2019-08-04,220.89,222.21,216.31,220.72,-0.07702065965929118
2019-08-05,220.76,235.0,220.75,232.45,5.029038502903849
2019-08-06,232.45,237.47,222.46,225.63,-3.022647697557946
2019-08-07,225.62,229.22,220.62,224.66,-0.4273123831567738
2019-08-08,224.68,226.11,215.57,220.16,-2.0530523255814
2019-08-09,220.12,220.49,206.4,209.49,-5.074227886772635
2019-08-10,209.46,213.53,202.35,205.93,-1.7141747195649013
2019-08-11,205.92,216.23,205.64,215.83,4.5915767038873305
2019-08-12,215.84,215.97,209.49,210.45,-2.56117842717986
2019-08-13,210.48,211.01,106.01,207.68,-1.3482280431432891
2019-08-14,207.68,209.43,183.74,186.56,-11.320754716981133
2019-08-15,186.59,189.3,176.08,187.8,0.6443024494142747
2019-08-16,187.67,188.03,179.35,184.55,-1.6905987537252647
2019-08-17,184.55,186.12,181.58,184.81,0.1406850278664525
2019-08-18,184.83,197.17,182.96,193.68,4.569392812887234
2019-08-19,193.67,202.81,192.33,201.64,3.9525887720690336
2019-08-20,201.65,201.96,194.55,196.14,-2.8092179055776585
2019-08-21,196.15,196.78,181.29,187.24,-4.75859859004486
2019-08-22,187.27,194.42,182.97,190.29,1.5870513426874673
2019-08-23,190.29,195.32,175.8,193.43,1.6233262679005402
2019-08-24,193.42,193.47,186.13,190.15,-1.7196949776492148
2019-08-25,190.16,191.49,182.81,186.3,-2.0719269994632232
2019-08-26,186.32,193.09,186.02,188.34,1.0725284060741267
2019-08-27,188.36,188.61,184.26,186.58,-0.9540143638117704
2019-08-28,186.6,187.13,167.57,172.85,-7.954874168354065
2019-08-29,172.85,173.05,164.04,168.66,-2.484287916518438
2019-08-30,168.68,170.27,165.38,168.16,-0.30922930542341237
2019-08-31,168.14,174.43,166.16,171.62,2.027735695140437
2019-09-01,171.62,173.22,167.08,169.72,-1.1194909262314434
2019-09-02,169.72,180.56,169.45,178.11,4.710572118353834
2019-09-03,178.1,182.59,175.37,178.81,0.3970695151277937
2019-09-04,178.82,180.06,173.85,174.79,-2.305623891526976
2019-09-05,174.8,175.56,170.54,173.83,-0.5580164528562381
2019-09-06,173.82,177.79,166.16,169.15,-2.760863139225532
2019-09-07,169.14,180.63,168.42,177.74,4.838528187239801
2019-09-08,177.76,183.42,177.36,181.44,2.028218694885365
2019-09-09,181.45,184.76,176.25,180.65,-0.4428452809299656
2019-09-10,180.64,184.16,177.44,180.05,-0.32768675367951955
2019-09-11,180.05,182.27,174.86,178.47,-0.8853028520199544
2019-09-12,178.48,182.37,176.85,180.87,1.3213910543484353
2019-09-13,180.87,181.53,177.79,181.11,0.13251615040583573
2019-09-14,181.06,188.54,180.09,188.16,3.7733843537414935
2019-09-15,188.17,190.23,185.92,189.1,0.4918032786885282
2019-09-16,189.1,198.82,188.68,197.32,4.165822015001013
2019-09-17,197.33,214.45,195.95,207.77,5.024787024113201
2019-09-18,207.8,216.89,207.69,210.43,1.2498217934705105
2019-09-19,210.44,223.35,202.95,220.21,4.436674083829076
2019-09-20,220.22,221.27,213.12,218.0,-1.0183486238532105
2019-09-21,218.01,221.17,213.71,215.22,-1.2963479230554744
2019-09-22,215.23,215.64,206.71,211.13,-1.9419315113910836
2019-09-23,211.16,211.76,199.82,201.18,-4.960731683069882
2019-09-24,201.22,202.97,164.78,166.29,-21.00547236755067
2019-09-25,166.29,174.26,162.12,168.92,1.55695003551977
2019-09-26,168.93,169.81,153.17,164.56,-2.6555663587749176
2019-09-27,164.58,175.65,161.32,173.19,4.971418673133544
2019-09-28,173.19,175.15,168.56,173.62,0.24766731943324893
2019-09-29,173.62,174.43,164.97,169.29,-2.55774115423239
2019-09-30,169.28,180.52,165.59,180.35,6.138064873856386
2019-10-01,180.36,184.95,174.03,175.78,-2.6055296393218867
2019-10-02,175.78,180.84,173.97,180.27,2.4907083818716416
2019-10-03,180.26,180.57,170.65,174.54,-3.277185745387876
2019-10-04,174.58,178.43,171.33,175.65,0.6091659550241919
2019-10-05,175.65,176.63,172.39,176.43,0.4421016833871797
2019-10-06,176.44,176.87,168.74,170.55,-3.4535326883611757
2019-10-07,170.52,182.03,169.13,179.87,5.19819869906043
2019-10-08,179.81,184.57,177.74,180.78,0.5365637791791121
2019-10-09,180.74,195.08,179.39,192.64,6.177325581395338
2019-10-10,192.65,194.08,187.33,191.1,-0.8110936682365313
2019-10-11,191.11,195.87,179.76,180.6,-5.819490586932458
2019-10-12,180.6,184.49,178.78,179.87,-0.4058486684827874
2019-10-13,179.86,184.42,178.89,181.11,0.6901882833637016
2019-10-14,181.07,186.99,180.65,186.63,2.979156620050368
2019-10-15,186.64,187.67,178.26,180.59,-3.350130129021531
2019-10-16,180.57,181.08,172.49,174.53,-3.4607230848564674
2019-10-17,174.52,178.33,172.12,177.31,1.5735153121651297
2019-10-18,177.31,177.47,169.28,172.81,-2.604015971297957
2019-10-19,172.79,174.81,170.38,171.91,-0.5118957594089905
2019-10-20,171.93,176.17,169.56,175.14,1.8328194587187276
2019-10-21,175.14,177.67,171.91,174.18,-0.5511539786427716
2019-10-22,174.17,175.08,170.82,171.42,-1.6042468790106172
2019-10-23,171.44,171.61,154.42,162.28,-5.64456494947005
2019-10-24,162.26,163.68,159.4,160.73,-0.9519069246562565
2019-10-25,160.73,186.24,160.41,181.49,11.43864675739711
2019-10-26,181.5,192.54,174.35,179.62,-1.046654047433468
2019-10-27,179.61,188.33,176.47,184.05,2.4123879380603084
2019-10-28,184.06,188.91,180.7,181.67,-1.315572191335947
2019-10-29,181.67,192.28,181.67,190.45,4.610133893410344
2019-10-30,190.44,191.58,180.58,183.25,-3.923601637107775
2019-10-31,183.25,185.21,178.24,182.37,-0.4825355047431022
2019-11-01,182.38,184.28,178.69,183.12,0.40410659676715216
2019-11-02,183.12,185.18,181.94,183.01,-0.06010600513633881
2019-11-03,183.01,184.51,179.46,181.7,-0.7209686296092473
2019-11-04,181.72,188.27,180.69,185.85,2.2222222222222197
2019-11-05,185.86,191.45,183.12,188.67,1.489372979275971
2019-11-06,188.66,194.11,188.13,191.28,1.3697197825177774
2019-11-07,191.28,192.27,185.48,186.94,-2.321600513533756
2019-11-08,186.95,188.35,181.83,184.03,-1.5866978210074374
2019-11-09,184.02,185.73,182.86,184.96,0.5082179930795836
2019-11-10,184.96,191.28,183.55,188.99,2.132387957034764
2019-11-11,188.98,190.17,184.32,185.09,-2.1016802636555116
2019-11-12,185.09,187.44,183.24,186.99,1.016097117492917
2019-11-13,187.0,189.45,185.7,188.36,0.7220216606498268
2019-11-14,188.36,188.91,183.96,185.25,-1.678812415654528
2019-11-15,185.24,186.1,178.29,180.19,-2.802597258449421
2019-11-16,180.19,183.46,179.53,182.42,1.2224536783247395
2019-11-17,182.39,185.97,180.49,184.18,0.9718753393419592
2019-11-18,184.19,184.33,176.08,178.5,-3.18767507002801
2019-11-19,178.49,178.7,173.48,176.09,-1.3629394059855788
2019-11-20,176.09,177.42,173.99,174.96,-0.6458619112940075
2019-11-21,174.96,175.91,158.55,161.46,-8.361204013377927
2019-11-22,161.46,163.06,139.13,149.8,-7.783711615487314
2019-11-23,149.79,154.25,146.6,152.46,1.751279024006307
2019-11-24,152.46,153.24,139.79,140.66,-8.389023176453868
2019-11-25,140.58,151.26,131.78,145.9,3.646333104866342
2019-11-26,145.88,149.81,144.04,147.61,1.17200731657748
2019-11-27,147.6,155.43,141.91,152.7,3.339882121807462
2019-11-28,152.71,154.68,149.71,151.07,-1.0855894618388924
2019-11-29,151.07,157.27,150.64,154.55,2.251698479456498
2019-11-30,154.57,155.19,150.45,151.95,-1.7242513984863472
2019-12-01,151.93,152.33,146.26,151.04,-0.589247881355942
2019-12-02,151.06,151.63,147.49,148.89,-1.4574518100611298
2019-12-03,148.89,149.84,146.56,147.82,-0.7238533351373245
2019-12-04,147.81,151.02,143.95,145.79,-1.3855545647849716
2019-12-05,145.79,149.08,144.64,148.69,1.9503665344004342
2019-12-06,148.7,149.36,147.01,148.89,0.12761098797770012
2019-12-07,148.88,149.76,147.54,148.28,-0.40463987051523764
2019-12-08,148.25,152.22,147.09,151.17,1.9316001852219273
2019-12-09,151.17,151.75,147.02,147.88,-2.22477684609142
2019-12-10,147.88,148.48,144.49,145.86,-1.3848896201837253
2019-12-11,145.88,146.57,142.53,143.51,-1.6514528604278482
2019-12-12,143.51,145.82,140.0,145.03,1.0480590222712611
2019-12-13,145.04,145.43,143.51,144.96,-0.05518763796908394
2019-12-14,144.95,145.17,141.4,142.03,-2.055903682320628
2019-12-15,142.03,143.87,140.3,142.53,0.3508033396477934
2019-12-16,142.55,142.75,131.0,132.78,-7.358035848772413
2019-12-17,132.78,132.96,120.63,122.06,-8.782565951171554
2019-12-18,122.06,133.93,117.14,132.92,8.170328016852231
2019-12-19,132.93,133.9,126.12,128.42,-3.5119140320822457
2019-12-20,128.42,129.66,126.31,128.7,0.21756021756021848
2019-12-21,128.69,128.79,126.85,127.61,-0.8463286576287112
2019-12-22,127.61,133.04,127.09,132.19,3.4647098872834543
2019-12-23,132.2,134.92,126.55,128.08,-3.2167395377888632
2019-12-24,128.07,129.77,127.07,128.05,-0.015618898867615624
2019-12-25,128.05,128.17,124.18,125.24,-2.2436921111466117
2019-12-26,125.24,132.12,124.53,125.93,0.5479234495354657
2019-12-27,125.92,127.04,123.18,126.41,0.3876275611106676
2019-12-28,126.4,129.73,125.98,128.35,1.519283209972722
2019-12-29,128.35,137.74,127.67,134.4,4.501488095238104
2019-12-30,134.4,136.16,130.91,131.83,-1.9494803914131782
2019-12-31,131.87,133.53,128.27,129.21,-2.0586641900781646
2020-01-01,129.21,132.97,128.81,130.75,1.1778202676864185
2020-01-02,130.75,130.77,126.74,127.19,-2.798962182561524
2020-01-03,127.19,134.86,126.05,134.27,5.272957473746937
2020-01-04,134.3,135.57,132.76,134.33,0.02233306037370739
2020-01-05,134.32,138.33,134.32,135.59,0.9366472453720851
2020-01-06,135.59,144.27,135.17,144.08,5.892559689061638
2020-01-07,144.09,145.13,139.22,143.04,-0.7340604026845717
2020-01-08,143.01,147.55,137.61,140.81,-1.5623890348696745
2020-01-09,140.8,141.6,135.85,137.92,-2.0881670533642867
2020-01-10,137.93,144.86,135.69,144.81,4.751053104067395
2020-01-11,144.81,147.68,142.23,142.67,-1.4999649540898683
2020-01-12,142.65,146.46,142.0,146.46,2.6013928717738644
2020-01-13,146.5,146.87,142.64,143.6,-2.019498607242344
2020-01-14,143.59,169.73,143.59,166.07,13.536460528692714
2020-01-15,166.07,166.45,159.74,166.45,0.22829678582156535
2020-01-16,166.44,167.18,159.08,164.36,-1.265514723777065
2020-01-17,164.39,173.96,162.33,170.22,3.4249794383738763
2020-01-18,170.18,179.29,165.34,174.19,2.302083931339337
2020-01-19,174.17,177.77,162.04,166.92,-4.34339803498682
2020-01-20,166.92,169.24,161.61,166.87,-0.02996344459758072
2020-01-21,166.87,169.79,165.53,169.41,1.4993211734844414
2020-01-22,169.41,171.27,166.19,168.13,-0.7613156486052467
2020-01-23,168.15,168.25,159.78,162.8,-3.286240786240782
2020-01-24,162.8,164.27,155.65,162.55,-0.1537988311288834
2020-01-25,162.56,162.72,157.87,160.44,-1.3213662428322142
2020-01-26,160.4,168.0,159.55,167.9,4.466944609886838
2020-01-27,167.91,171.97,165.45,170.27,1.3860339460856366
2020-01-28,170.27,176.06,170.27,175.74,3.1125526345738015
2020-01-29,175.78,178.41,173.76,173.86,-1.1043368227309256
2020-01-30,173.86,186.76,171.2,184.59,5.812882604691473
2020-01-31,184.6,185.67,175.46,179.91,-2.606858985048078
2020-02-01,179.88,184.17,179.36,183.64,2.0474842082334956
2020-02-02,183.58,193.25,179.49,188.5,2.6100795755968105
2020-02-03,188.48,194.92,187.16,189.79,0.690236577269615
2020-02-04,189.8,191.48,188.93,188.93,-0.4604880114328082
2020-02-05,188.94,207.51,188.26,203.83,7.305107197174123
2020-02-06,203.84,216.14,201.29,213.16,4.3723024957778165
2020-02-07,213.15,224.53,213.14,223.51,4.635139367366107
2020-02-08,223.47,227.55,213.75,223.23,-0.1075124311248529
2020-02-09,223.23,230.38,223.07,228.59,2.3448094842294123
2020-02-10,228.61,229.28,217.02,222.95,-2.538685803991938
2020-02-11,222.94,238.61,218.22,236.76,5.837134651123498
2020-02-12,236.75,274.89,236.73,265.58,10.855486105881463
2020-02-13,265.59,277.39,257.09,268.75,1.1758139534883814
2020-02-14,268.71,286.34,260.78,285.25,5.798422436459254
2020-02-15,285.17,287.93,262.45,264.87,-7.6641371238720915
2020-02-16,264.87,273.81,237.89,259.99,-1.8769952690488076
2020-02-17,259.92,268.45,242.11,267.63,2.8808429548256846
2020-02-18,267.71,285.59,259.3,282.26,5.154821795507692
2020-02-19,282.33,285.75,253.88,259.12,-8.957239888854577
2020-02-20,259.07,264.22,246.46,257.39,-0.6527060103345145
2020-02-21,257.32,267.8,254.15,265.11,2.938402927086877
2020-02-22,265.14,266.71,256.97,261.64,-1.3377159455740715
2020-02-23,261.65,275.3,261.24,274.72,4.757571345369849
2020-02-24,274.72,276.81,258.15,265.65,-3.4142668925277815
2020-02-25,265.63,266.17,245.75,246.96,-7.559928733398117
2020-02-26,246.97,250.05,216.39,224.3,-10.106999554168517
2020-02-27,224.3,238.07,210.36,227.53,1.4195930207005625
2020-02-28,227.6,234.55,214.47,226.93,-0.2952452298065428
2020-02-29,226.94,232.87,217.43,217.52,-4.330636263332101
2020-03-01,217.51,227.44,213.0,217.99,0.22019358686179097
2020-03-02,217.96,234.24,216.23,231.87,5.999051192478542
2020-03-03,231.9,232.37,220.34,223.94,-3.554523533089224
2020-03-04,223.94,228.66,220.74,224.38,0.19609590872626692
2020-03-05,224.36,233.96,224.34,228.45,1.7903261107463233
2020-03-06,228.46,244.98,227.71,244.9,6.7129440587995095
2020-03-07,244.87,251.55,236.87,237.32,-3.181358503286706
2020-03-08,237.3,237.3,196.71,199.16,-19.1504318136172
2020-03-09,199.21,208.23,190.73,202.85,1.7944293813162366
2020-03-10,202.88,205.62,196.17,200.56,-1.1567610690067776
